,Unnamed: 0,ID,year,month,day,hour,mins,waveperiod,wavedirection,waveheight,Lat,Lon,WindDir,windspeed,pressure,WindDir_L,possibility,datetime,hurrthreat
19,19,41046.0,2011.0,1.0,1.0,18.0,50.0,5.43,65.0,1.72,23.831999999999997,-68.417,59.0,7.6,1020.1,NE,0.0,2011-01-01 18:50:00,0
20,20,41046.0,2011.0,1.0,1.0,19.0,50.0,5.46,67.0,1.67,23.831999999999997,-68.417,55.0,7.3,1019.8,NE,0.0,2011-01-01 19:50:00,0
21,21,41046.0,2011.0,1.0,1.0,20.0,50.0,5.55,74.0,1.63,23.831999999999997,-68.417,58.0,7.4,1019.7,NE,0.0,2011-01-01 20:50:00,0
22,22,41046.0,2011.0,1.0,1.0,21.0,50.0,5.53,72.0,1.53,23.831999999999997,-68.417,59.0,7.6,1020.0,NE,0.0,2011-01-01 21:50:00,0
23,23,41046.0,2011.0,1.0,1.0,22.0,50.0,5.66,62.0,1.59,23.831999999999997,-68.417,76.0,7.3,1020.3,E,0.0,2011-01-01 22:50:00,0
24,24,41046.0,2011.0,1.0,1.0,23.0,50.0,5.44,75.0,1.57,23.831999999999997,-68.417,70.0,6.5,1020.9,E,0.0,2011-01-01 23:50:00,0
25,25,41046.0,2011.0,1.0,2.0,0.0,50.0,5.52,66.0,1.47,23.831999999999997,-68.417,71.0,6.6,1020.9,E,0.0,2011-01-02 00:50:00,0
26,26,41046.0,2011.0,1.0,2.0,1.0,50.0,5.42,76.0,1.44,23.831999999999997,-68.417,59.0,6.1,1021.3,NE,0.0,2011-01-02 01:50:00,0
27,27,41046.0,2011.0,1.0,2.0,2.0,50.0,5.61,57.0,1.41,23.831999999999997,-68.417,72.0,4.9,1021.6,E,0.0,2011-01-02 02:50:00,0
28,28,41046.0,2011.0,1.0,2.0,3.0,50.0,5.72,83.0,1.48,23.831999999999997,-68.417,89.0,5.0,1021.2,E,0.0,2011-01-02 03:50:00,0
29,29,41046.0,2011.0,1.0,2.0,4.0,50.0,5.48,87.0,1.36,23.831999999999997,-68.417,97.0,5.7,1020.6,E,0.0,2011-01-02 04:50:00,0
30,30,41046.0,2011.0,1.0,2.0,5.0,50.0,5.51,79.0,1.39,23.831999999999997,-68.417,80.0,6.8,1020.1,E,0.0,2011-01-02 05:50:00,0
31,31,41046.0,2011.0,1.0,2.0,6.0,50.0,5.39,75.0,1.45,23.831999999999997,-68.417,73.0,6.1,1019.8,E,0.0,2011-01-02 06:50:00,0
32,32,41046.0,2011.0,1.0,2.0,7.0,50.0,5.38,72.0,1.46,23.831999999999997,-68.417,64.0,7.5,1019.5,NE,0.0,2011-01-02 07:50:00,0
33,33,41046.0,2011.0,1.0,2.0,8.0,50.0,5.31,85.0,1.52,23.831999999999997,-68.417,60.0,8.7,1019.2,NE,0.0,2011-01-02 08:50:00,0
34,34,41046.0,2011.0,1.0,2.0,9.0,50.0,5.11,62.0,1.59,23.831999999999997,-68.417,65.0,8.2,1019.0,NE,0.0,2011-01-02 09:50:00,0
35,35,41046.0,2011.0,1.0,2.0,10.0,50.0,5.38,75.0,1.69,23.831999999999997,-68.417,64.0,9.5,1019.2,NE,0.0,2011-01-02 10:50:00,0
36,36,41046.0,2011.0,1.0,2.0,11.0,50.0,5.38,76.0,1.78,23.831999999999997,-68.417,68.0,9.9,1019.7,NE,0.0,2011-01-02 11:50:00,0
37,37,41046.0,2011.0,1.0,2.0,12.0,50.0,5.32,67.0,1.82,23.831999999999997,-68.417,65.0,9.5,1020.6,NE,0.0,2011-01-02 12:50:00,0
38,38,41046.0,2011.0,1.0,2.0,13.0,50.0,5.39,89.0,1.67,23.831999999999997,-68.417,106.0,5.0,1021.8,E,0.0,2011-01-02 13:50:00,0
39,39,41046.0,2011.0,1.0,2.0,14.0,50.0,5.4,80.0,1.81,23.831999999999997,-68.417,102.0,5.4,1021.9,E,0.0,2011-01-02 14:50:00,0
40,40,41046.0,2011.0,1.0,2.0,15.0,50.0,5.43,90.0,1.8,23.831999999999997,-68.417,76.0,7.8,1021.1,E,0.0,2011-01-02 15:50:00,0
41,41,41046.0,2011.0,1.0,2.0,16.0,50.0,5.32,71.0,1.59,23.831999999999997,-68.417,78.0,7.4,1020.5,E,0.0,2011-01-02 16:50:00,0
42,42,41046.0,2011.0,1.0,2.0,17.0,50.0,5.56,91.0,1.66,23.831999999999997,-68.417,72.0,6.7,1019.5,E,0.0,2011-01-02 17:50:00,0
43,43,41046.0,2011.0,1.0,2.0,18.0,50.0,5.62,83.0,1.74,23.831999999999997,-68.417,70.0,6.7,1018.9,E,0.0,2011-01-02 18:50:00,0
44,44,41046.0,2011.0,1.0,2.0,19.0,50.0,5.69,96.0,1.69,23.831999999999997,-68.417,72.0,6.6,1018.6,E,0.0,2011-01-02 19:50:00,0
45,45,41046.0,2011.0,1.0,2.0,20.0,50.0,5.66,95.0,1.62,23.831999999999997,-68.417,70.0,6.2,1018.5,E,0.0,2011-01-02 20:50:00,0
46,46,41046.0,2011.0,1.0,2.0,21.0,50.0,5.45,86.0,1.51,23.831999999999997,-68.417,72.0,6.9,1018.7,E,0.0,2011-01-02 21:50:00,0
47,47,41046.0,2011.0,1.0,2.0,22.0,50.0,5.79,91.0,1.68,23.831999999999997,-68.417,63.0,7.2,1019.0,NE,0.0,2011-01-02 22:50:00,0
48,48,41046.0,2011.0,1.0,2.0,23.0,50.0,5.79,87.0,1.63,23.831999999999997,-68.417,69.0,7.3,1019.3,NE,0.0,2011-01-02 23:50:00,0
49,49,41046.0,2011.0,1.0,3.0,0.0,50.0,5.52,87.0,1.61,23.831999999999997,-68.417,86.0,6.8,1019.7,E,0.0,2011-01-03 00:50:00,0
50,50,41046.0,2011.0,1.0,3.0,1.0,50.0,5.66,95.0,1.61,23.831999999999997,-68.417,70.0,6.8,1020.1,E,0.0,2011-01-03 01:50:00,0
51,51,41046.0,2011.0,1.0,3.0,2.0,50.0,5.77,96.0,1.65,23.831999999999997,-68.417,58.0,6.7,1020.2,NE,0.0,2011-01-03 02:50:00,0
52,52,41046.0,2011.0,1.0,3.0,3.0,50.0,5.79,90.0,1.69,23.831999999999997,-68.417,64.0,5.6,1020.0,NE,0.0,2011-01-03 03:50:00,0
53,53,41046.0,2011.0,1.0,3.0,4.0,50.0,5.7,85.0,1.54,23.831999999999997,-68.417,48.0,5.4,1019.6,NE,0.0,2011-01-03 04:50:00,0
54,54,41046.0,2011.0,1.0,3.0,5.0,50.0,5.93,98.0,1.64,23.831999999999997,-68.417,44.0,5.5,1019.0,NE,0.0,2011-01-03 05:50:00,0
55,55,41046.0,2011.0,1.0,3.0,6.0,50.0,5.57,95.0,1.47,23.831999999999997,-68.417,38.0,6.3,1018.5,NE,0.0,2011-01-03 06:50:00,0
56,56,41046.0,2011.0,1.0,3.0,7.0,50.0,5.57,105.0,1.41,23.831999999999997,-68.417,82.0,7.5,1018.1,E,0.0,2011-01-03 07:50:00,0
57,57,41046.0,2011.0,1.0,3.0,8.0,50.0,5.64,102.0,1.37,23.831999999999997,-68.417,55.0,4.6,1017.8,NE,0.0,2011-01-03 08:50:00,0
58,58,41046.0,2011.0,1.0,3.0,9.0,50.0,5.75,92.0,1.38,23.831999999999997,-68.417,47.0,6.0,1017.7,NE,0.0,2011-01-03 09:50:00,0
59,59,41046.0,2011.0,1.0,3.0,10.0,50.0,5.58,89.0,1.41,23.831999999999997,-68.417,44.0,6.4,1017.9,NE,0.0,2011-01-03 10:50:00,0
60,60,41046.0,2011.0,1.0,3.0,11.0,50.0,5.44,107.0,1.47,23.831999999999997,-68.417,42.0,7.1,1018.6,NE,0.0,2011-01-03 11:50:00,0
61,61,41046.0,2011.0,1.0,3.0,12.0,50.0,5.32,100.0,1.39,23.831999999999997,-68.417,49.0,7.0,1019.0,NE,0.0,2011-01-03 12:50:00,0
62,62,41046.0,2011.0,1.0,3.0,13.0,50.0,5.43,96.0,1.42,23.831999999999997,-68.417,45.0,7.0,1019.4,NE,0.0,2011-01-03 13:50:00,0
63,63,41046.0,2011.0,1.0,3.0,14.0,50.0,5.45,106.0,1.49,23.831999999999997,-68.417,54.0,7.1,1019.7,NE,0.0,2011-01-03 14:50:00,0
64,64,41046.0,2011.0,1.0,3.0,15.0,50.0,5.45,104.0,1.4,23.831999999999997,-68.417,59.0,5.6,1019.6,NE,0.0,2011-01-03 15:50:00,0
65,65,41046.0,2011.0,1.0,3.0,16.0,50.0,5.58,102.0,1.41,23.831999999999997,-68.417,53.0,5.3,1019.0,NE,0.0,2011-01-03 16:50:00,0
66,66,41046.0,2011.0,1.0,3.0,17.0,50.0,5.76,101.0,1.32,23.831999999999997,-68.417,45.0,4.2,1018.4,NE,0.0,2011-01-03 17:50:00,0
67,67,41046.0,2011.0,1.0,3.0,18.0,50.0,5.88,109.0,1.31,23.831999999999997,-68.417,46.0,4.1,1017.7,NE,0.0,2011-01-03 18:50:00,0
68,68,41046.0,2011.0,1.0,3.0,19.0,50.0,5.95,104.0,1.25,23.831999999999997,-68.417,36.0,5.2,1017.4,NE,0.0,2011-01-03 19:50:00,0
69,69,41046.0,2011.0,1.0,3.0,20.0,50.0,5.85,85.0,1.26,23.831999999999997,-68.417,47.0,4.7,1017.8,NE,0.0,2011-01-03 20:50:00,0
70,70,41046.0,2011.0,1.0,3.0,21.0,50.0,6.08,118.0,1.35,23.831999999999997,-68.417,39.0,4.7,1018.0,NE,0.0,2011-01-03 21:50:00,0
71,71,41046.0,2011.0,1.0,3.0,22.0,50.0,5.84,107.0,1.21,23.831999999999997,-68.417,24.0,5.0,1018.5,N,0.0,2011-01-03 22:50:00,0
72,72,41046.0,2011.0,1.0,3.0,23.0,50.0,5.84,99.0,1.28,23.831999999999997,-68.417,20.0,6.5,1019.2,N,0.0,2011-01-03 23:50:00,0
73,73,41046.0,2011.0,1.0,4.0,0.0,50.0,5.91,114.0,1.4,23.831999999999997,-68.417,27.0,5.7,1019.5,N,0.0,2011-01-04 00:50:00,0
74,74,41046.0,2011.0,1.0,4.0,1.0,50.0,5.61,112.0,1.23,23.831999999999997,-68.417,36.0,5.6,1019.5,NE,0.0,2011-01-04 01:50:00,0
75,75,41046.0,2011.0,1.0,4.0,2.0,50.0,5.87,112.0,1.27,23.831999999999997,-68.417,35.0,4.7,1019.8,NE,0.0,2011-01-04 02:50:00,0
76,76,41046.0,2011.0,1.0,4.0,3.0,50.0,6.03,116.0,1.3,23.831999999999997,-68.417,45.0,4.4,1019.6,NE,0.0,2011-01-04 03:50:00,0
77,77,41046.0,2011.0,1.0,4.0,4.0,50.0,5.95,105.0,1.29,23.831999999999997,-68.417,66.0,4.3,1019.5,NE,0.0,2011-01-04 04:50:00,0
78,78,41046.0,2011.0,1.0,4.0,5.0,50.0,5.66,98.0,1.19,23.831999999999997,-68.417,58.0,4.7,1019.0,NE,0.0,2011-01-04 05:50:00,0
79,79,41046.0,2011.0,1.0,4.0,6.0,50.0,5.82,107.0,1.21,23.831999999999997,-68.417,60.0,4.6,1018.5,NE,0.0,2011-01-04 06:50:00,0
80,80,41046.0,2011.0,1.0,4.0,7.0,50.0,5.75,106.0,1.18,23.831999999999997,-68.417,51.0,4.0,1018.1,NE,0.0,2011-01-04 07:50:00,0
81,81,41046.0,2011.0,1.0,4.0,8.0,50.0,5.89,108.0,1.15,23.831999999999997,-68.417,41.0,4.2,1018.0,NE,0.0,2011-01-04 08:50:00,0
82,82,41046.0,2011.0,1.0,4.0,9.0,50.0,5.76,109.0,1.04,23.831999999999997,-68.417,55.0,4.5,1017.7,NE,0.0,2011-01-04 09:50:00,0
83,83,41046.0,2011.0,1.0,4.0,10.0,50.0,6.05,98.0,1.21,23.831999999999997,-68.417,53.0,4.5,1018.1,NE,0.0,2011-01-04 10:50:00,0
84,84,41046.0,2011.0,1.0,4.0,11.0,50.0,5.92,102.0,1.07,23.831999999999997,-68.417,49.0,4.3,1018.7,NE,0.0,2011-01-04 11:50:00,0
85,85,41046.0,2011.0,1.0,4.0,12.0,50.0,6.03,115.0,1.09,23.831999999999997,-68.417,43.0,3.9,1019.4,NE,0.0,2011-01-04 12:50:00,0
86,86,41046.0,2011.0,1.0,4.0,13.0,50.0,6.07,110.0,1.1,23.831999999999997,-68.417,66.0,3.7,1020.0,NE,0.0,2011-01-04 13:50:00,0
87,87,41046.0,2011.0,1.0,4.0,14.0,50.0,6.05,100.0,1.01,23.831999999999997,-68.417,87.0,3.6,1020.2,E,0.0,2011-01-04 14:50:00,0
88,88,41046.0,2011.0,1.0,4.0,15.0,50.0,5.96,101.0,1.01,23.831999999999997,-68.417,73.0,3.5,1020.0,E,0.0,2011-01-04 15:50:00,0
89,89,41046.0,2011.0,1.0,4.0,16.0,50.0,5.8,118.0,0.96,23.831999999999997,-68.417,64.0,3.3,1019.4,NE,0.0,2011-01-04 16:50:00,0
90,90,41046.0,2011.0,1.0,4.0,17.0,50.0,6.14,112.0,1.07,23.831999999999997,-68.417,75.0,3.8,1018.7,E,0.0,2011-01-04 17:50:00,0
91,91,41046.0,2011.0,1.0,4.0,18.0,50.0,6.17,100.0,1.01,23.831999999999997,-68.417,65.0,3.9,1018.2,NE,0.0,2011-01-04 18:50:00,0
92,92,41046.0,2011.0,1.0,4.0,19.0,50.0,6.39,115.0,1.06,23.831999999999997,-68.417,61.0,4.1,1018.0,NE,0.0,2011-01-04 19:50:00,0
93,93,41046.0,2011.0,1.0,4.0,20.0,50.0,6.13,98.0,0.91,23.831999999999997,-68.417,63.0,4.0,1018.1,NE,0.0,2011-01-04 20:50:00,0
94,94,41046.0,2011.0,1.0,4.0,21.0,50.0,6.16,107.0,0.92,23.831999999999997,-68.417,71.0,4.0,1018.3,E,0.0,2011-01-04 21:50:00,0
95,95,41046.0,2011.0,1.0,4.0,22.0,50.0,6.07,106.0,0.89,23.831999999999997,-68.417,78.0,4.1,1018.4,E,0.0,2011-01-04 22:50:00,0
96,96,41046.0,2011.0,1.0,4.0,23.0,50.0,6.28,93.0,0.87,23.831999999999997,-68.417,58.0,4.2,1018.8,NE,0.0,2011-01-04 23:50:00,0
97,97,41046.0,2011.0,1.0,5.0,0.0,50.0,6.6,127.0,0.93,23.831999999999997,-68.417,70.0,4.2,1019.1,E,0.0,2011-01-05 00:50:00,0
98,98,41046.0,2011.0,1.0,5.0,1.0,50.0,6.75,112.0,1.08,23.831999999999997,-68.417,73.0,3.7,1019.3,E,0.0,2011-01-05 01:50:00,0
99,99,41046.0,2011.0,1.0,5.0,2.0,50.0,6.69,121.0,1.06,23.831999999999997,-68.417,76.0,3.7,1019.4,E,0.0,2011-01-05 02:50:00,0
100,100,41046.0,2011.0,1.0,5.0,3.0,50.0,6.36,95.0,0.92,23.831999999999997,-68.417,70.0,3.5,1019.2,E,0.0,2011-01-05 03:50:00,0
101,101,41046.0,2011.0,1.0,5.0,4.0,50.0,6.57,112.0,0.98,23.831999999999997,-68.417,68.0,2.9,1018.9,NE,0.0,2011-01-05 04:50:00,0
102,102,41046.0,2011.0,1.0,5.0,5.0,50.0,6.58,115.0,1.0,23.831999999999997,-68.417,85.0,2.9,1018.7,E,0.0,2011-01-05 05:50:00,0
103,103,41046.0,2011.0,1.0,5.0,6.0,50.0,6.68,105.0,0.99,23.831999999999997,-68.417,86.0,2.9,1018.5,E,0.0,2011-01-05 06:50:00,0
104,104,41046.0,2011.0,1.0,5.0,7.0,50.0,6.76,103.0,1.05,23.831999999999997,-68.417,76.0,2.1,1018.3,E,0.0,2011-01-05 07:50:00,0
105,105,41046.0,2011.0,1.0,5.0,8.0,50.0,7.05,13.0,1.11,23.831999999999997,-68.417,65.0,2.3,1018.0,NE,0.0,2011-01-05 08:50:00,0
106,106,41046.0,2011.0,1.0,5.0,9.0,50.0,7.49,8.0,1.23,23.831999999999997,-68.417,75.0,2.3,1017.9,E,0.0,2011-01-05 09:50:00,0
107,107,41046.0,2011.0,1.0,5.0,10.0,50.0,7.45,17.0,1.3,23.831999999999997,-68.417,73.0,1.7,1018.3,E,0.0,2011-01-05 10:50:00,0
108,108,41046.0,2011.0,1.0,5.0,11.0,50.0,7.78,5.0,1.5,23.831999999999997,-68.417,46.0,1.3,1018.7,NE,0.0,2011-01-05 11:50:00,0
109,109,41046.0,2011.0,1.0,5.0,12.0,50.0,7.75,16.0,1.55,23.831999999999997,-68.417,61.0,1.6,1019.2,NE,0.0,2011-01-05 12:50:00,0
110,110,41046.0,2011.0,1.0,5.0,13.0,50.0,7.78,360.0,1.65,23.831999999999997,-68.417,100.0,1.4,1019.5,E,0.0,2011-01-05 13:50:00,0
111,111,41046.0,2011.0,1.0,5.0,14.0,50.0,7.79,7.0,1.73,23.831999999999997,-68.417,91.0,1.5,1019.7,E,0.0,2011-01-05 14:50:00,0
112,112,41046.0,2011.0,1.0,5.0,15.0,50.0,7.52,360.0,1.56,23.831999999999997,-68.417,77.0,0.7,1019.2,E,0.0,2011-01-05 15:50:00,0
113,113,41046.0,2011.0,1.0,5.0,16.0,50.0,7.41,354.0,1.6,23.831999999999997,-68.417,100.0,1.4,1018.3,E,0.0,2011-01-05 16:50:00,0
114,114,41046.0,2011.0,1.0,5.0,17.0,50.0,7.58,351.0,1.67,23.831999999999997,-68.417,127.0,1.6,1017.2,SE,0.0,2011-01-05 17:50:00,0
115,115,41046.0,2011.0,1.0,5.0,18.0,50.0,7.38,6.0,1.58,23.831999999999997,-68.417,153.0,1.0,1016.3,SE,0.0,2011-01-05 18:50:00,0
116,116,41046.0,2011.0,1.0,5.0,19.0,50.0,7.1,18.0,1.39,23.831999999999997,-68.417,66.0,0.8,1016.1,NE,0.0,2011-01-05 19:50:00,0
117,117,41046.0,2011.0,1.0,5.0,20.0,50.0,7.36,20.0,1.51,23.831999999999997,-68.417,71.0,0.4,1016.0,E,0.0,2011-01-05 20:50:00,0
118,118,41046.0,2011.0,1.0,5.0,21.0,50.0,7.22,30.0,1.41,23.831999999999997,-68.417,59.0,1.1,1016.0,NE,0.0,2011-01-05 21:50:00,0
119,119,41046.0,2011.0,1.0,5.0,22.0,50.0,7.5,15.0,1.52,23.831999999999997,-68.417,73.0,1.3,1016.3,E,0.0,2011-01-05 22:50:00,0
120,120,41046.0,2011.0,1.0,5.0,23.0,50.0,7.05,360.0,1.36,23.831999999999997,-68.417,114.0,2.0,1016.5,E,0.0,2011-01-05 23:50:00,0
121,121,41046.0,2011.0,1.0,6.0,0.0,50.0,7.56,10.0,1.46,23.831999999999997,-68.417,116.0,2.0,1016.9,SE,0.0,2011-01-06 00:50:00,0
122,122,41046.0,2011.0,1.0,6.0,1.0,50.0,7.06,11.0,1.25,23.831999999999997,-68.417,131.0,2.2,1016.9,SE,0.0,2011-01-06 01:50:00,0
123,123,41046.0,2011.0,1.0,6.0,2.0,50.0,7.31,29.0,1.4,23.831999999999997,-68.417,132.0,3.0,1016.8,SE,0.0,2011-01-06 02:50:00,0
124,124,41046.0,2011.0,1.0,6.0,3.0,50.0,7.34,3.0,1.36,23.831999999999997,-68.417,149.0,3.8,1016.4,SE,0.0,2011-01-06 03:50:00,0
125,125,41046.0,2011.0,1.0,6.0,4.0,50.0,7.45,18.0,1.34,23.831999999999997,-68.417,143.0,4.2,1015.7,SE,0.0,2011-01-06 04:50:00,0
126,126,41046.0,2011.0,1.0,6.0,5.0,50.0,7.23,27.0,1.36,23.831999999999997,-68.417,158.0,4.6,1015.2,S,0.0,2011-01-06 05:50:00,0
127,127,41046.0,2011.0,1.0,6.0,6.0,50.0,6.53,31.0,1.12,23.831999999999997,-68.417,161.0,4.6,1014.5,S,0.0,2011-01-06 06:50:00,0
128,128,41046.0,2011.0,1.0,6.0,7.0,50.0,6.66,32.0,1.3,23.831999999999997,-68.417,160.0,5.7,1013.7,S,0.0,2011-01-06 07:50:00,0
129,129,41046.0,2011.0,1.0,6.0,8.0,50.0,6.43,27.0,1.23,23.831999999999997,-68.417,168.0,5.4,1013.4,S,0.0,2011-01-06 08:50:00,0
130,130,41046.0,2011.0,1.0,6.0,9.0,50.0,6.38,41.0,1.2,23.831999999999997,-68.417,183.0,4.7,1013.8,S,0.0,2011-01-06 09:50:00,0
131,131,41046.0,2011.0,1.0,6.0,10.0,50.0,6.03,81.0,1.14,23.831999999999997,-68.417,182.0,5.1,1013.9,S,0.0,2011-01-06 10:50:00,0
132,132,41046.0,2011.0,1.0,6.0,11.0,50.0,6.22,59.0,1.16,23.831999999999997,-68.417,187.0,5.5,1013.8,S,0.0,2011-01-06 11:50:00,0
133,133,41046.0,2011.0,1.0,6.0,12.0,50.0,5.83,67.0,1.1,23.831999999999997,-68.417,186.0,6.4,1014.0,S,0.0,2011-01-06 12:50:00,0
134,134,41046.0,2011.0,1.0,6.0,13.0,50.0,5.98,93.0,1.13,23.831999999999997,-68.417,179.0,7.2,1014.2,S,0.0,2011-01-06 13:50:00,0
135,135,41046.0,2011.0,1.0,6.0,14.0,50.0,5.42,56.0,1.07,23.831999999999997,-68.417,197.0,6.8,1014.0,S,0.0,2011-01-06 14:50:00,0
136,136,41046.0,2011.0,1.0,6.0,15.0,50.0,5.42,84.0,1.21,23.831999999999997,-68.417,200.0,7.2,1013.4,SW,0.0,2011-01-06 15:50:00,0
137,137,41046.0,2011.0,1.0,6.0,16.0,50.0,4.97,124.0,1.19,23.831999999999997,-68.417,200.0,7.9,1012.2,SW,0.0,2011-01-06 16:50:00,0
138,138,41046.0,2011.0,1.0,6.0,17.0,50.0,5.19,75.0,1.21,23.831999999999997,-68.417,202.0,6.8,1011.7,SW,0.0,2011-01-06 17:50:00,0
139,139,41046.0,2011.0,1.0,6.0,18.0,50.0,5.28,70.0,1.17,23.831999999999997,-68.417,201.0,7.3,1010.7,SW,0.0,2011-01-06 18:50:00,0
140,140,41046.0,2011.0,1.0,6.0,19.0,50.0,5.32,119.0,1.18,23.831999999999997,-68.417,201.0,6.9,1010.4,SW,0.0,2011-01-06 19:50:00,0
141,141,41046.0,2011.0,1.0,6.0,20.0,50.0,5.11,16.0,1.1,23.831999999999997,-68.417,215.0,7.3,1010.4,SW,0.0,2011-01-06 20:50:00,0
142,142,41046.0,2011.0,1.0,6.0,21.0,50.0,5.13,115.0,1.14,23.831999999999997,-68.417,227.0,6.9,1010.6,SW,0.0,2011-01-06 21:50:00,0
143,143,41046.0,2011.0,1.0,6.0,22.0,50.0,5.07,46.0,1.07,23.831999999999997,-68.417,227.0,6.5,1010.8,SW,0.0,2011-01-06 22:50:00,0
144,144,41046.0,2011.0,1.0,6.0,23.0,50.0,5.19,117.0,1.15,23.831999999999997,-68.417,229.0,6.2,1010.9,SW,0.0,2011-01-06 23:50:00,0
145,145,41046.0,2011.0,1.0,7.0,0.0,50.0,5.06,70.0,1.08,23.831999999999997,-68.417,219.0,6.4,1011.3,SW,0.0,2011-01-07 00:50:00,0
146,146,41046.0,2011.0,1.0,7.0,1.0,50.0,5.13,112.0,1.08,23.831999999999997,-68.417,208.0,6.6,1010.7,SW,0.0,2011-01-07 01:50:00,0
147,147,41046.0,2011.0,1.0,7.0,2.0,50.0,4.99,110.0,1.05,23.831999999999997,-68.417,202.0,7.6,1010.2,SW,0.0,2011-01-07 02:50:00,0
148,148,41046.0,2011.0,1.0,7.0,3.0,50.0,4.9,99.0,1.07,23.831999999999997,-68.417,209.0,7.5,1009.4,SW,0.0,2011-01-07 03:50:00,0
149,149,41046.0,2011.0,1.0,7.0,4.0,50.0,4.79,118.0,1.12,23.831999999999997,-68.417,205.0,8.2,1008.8,SW,0.0,2011-01-07 04:50:00,0
150,150,41046.0,2011.0,1.0,7.0,5.0,50.0,4.58,205.0,1.22,23.831999999999997,-68.417,204.0,9.1,1007.9,SW,0.0,2011-01-07 05:50:00,0
151,151,41046.0,2011.0,1.0,7.0,6.0,50.0,4.63,196.0,1.33,23.831999999999997,-68.417,212.0,9.4,1007.1,SW,0.0,2011-01-07 06:50:00,0
152,152,41046.0,2011.0,1.0,7.0,7.0,50.0,4.47,217.0,1.27,23.831999999999997,-68.417,216.0,9.8,1007.0,SW,0.0,2011-01-07 07:50:00,0
153,153,41046.0,2011.0,1.0,7.0,8.0,50.0,4.54,213.0,1.36,23.831999999999997,-68.417,215.0,10.6,1006.7,SW,0.0,2011-01-07 08:50:00,0
